,backers_count,blurb,category_id,category_name,category_name_slug,category_position,currency_type,date_created,date_end,date_launched,date_obtained,game_id,game_name,game_name_slug,ks_state,location_id,location_name,money_goal,money_pledged,date_created_epoch,date_launched_epoch,date_end_epoch,year_created,month_created,day_created,hour_created,year_launched,month_launched,day_launched,hour_launched,year_end,month_end,day_end,hour_end,year_obtained,month_obtained,day_obtained
25961,25,A printed pad of A5 Character Sheets for use with the world's most popular fantasy roleplaying game and clones such as Labyrinth Lord,34,Tabletop Games,games/tabletop games,6,USD,2013 07 03 09:14:31,2013 07 28 15:00:00,2013 07 06 07:21:37,2018-12-13,1736840906,OSR Character Sheet Pad,osr-character-sheet-pad,successful,26062.0,Leicester,100,192.3,1372857271,1373109697,1375038000,2013,7,3,9,2013,7,6,7,2013,7,28,15,2018,12,13
25964,277,A brand new Pro & Dark Elf and Orc Fantasy Football team along with converting 17 existing teams from 6 companies to affordable resin.,34,Tabletop Games,games/tabletop games,6,USD,2014 04 21 10:23:01,2014 06 12 22:00:00,2014 04 29 09:54:00,2018-12-13,1044964159,20 Fantasy Football teams - New Pro Elves & Orcs & 18 more,17-fantasy-football-teams-new-pro-elves-and-orcs-a,successful,2427032.0,Indianapolis,25500,46000.0,1398090181,1398779640,1402624800,2014,4,21,10,2014,4,29,9,2014,6,12,22,2018,12,13
25966,171,"FINAL HOURS! - DON'T MISS OUT!! - You design it, we make it! The color, pattern, personalized every step of the way by you for you!",34,Tabletop Games,games/tabletop games,6,USD,2014 01 07 22:22:56,2014 02 09 14:42:34,2014 01 10 14:42:34,2018-12-13,303824915,Custom Chainmail Dice Bags by Vitality Handmade Designs,chainmail-dice-bags-by-vitality-handmade-designs,successful,2468907.0,Parsippany,1000,10527.0,1389151376,1389382954,1391974954,2014,1,7,22,2014,1,10,14,2014,2,9,14,2018,12,13
25967,75,"ABC cards include definitions, shapes recognition, robot tangram, a binary concentration and color memory games! Made in the U.S.",34,Tabletop Games,games/tabletop games,6,USD,2013 08 03 18:34:50,2014 01 05 10:38:09,2013 12 06 10:38:09,2018-12-13,939100428,Giggle Chips:  ABC Computer Science Game Cards,giggle-chips-abc-computer-science-game-cards,successful,55858822.0,Whittier,4589,4856.0,1375569290,1386344289,1388936289,2013,8,3,18,2013,12,6,10,2014,1,5,10,2018,12,13
25970,133,"Handmade dice using 50,000 year old wood. A new spin on a D20 roll from World Nine Goods.",34,Tabletop Games,games/tabletop games,6,USD,2014 03 19 20:07:37,2014 07 17 23:00:00,2014 06 19 11:21:58,2018-12-13,354618882,The Root Dice - Handcrafted from Ancient Woods.,the-root-dice,successful,2379574.0,Chicago,3500,6211.0,1395274057,1403191318,1405652400,2014,3,19,20,2014,6,19,11,2014,7,17,23,2018,12,13
25974,99,"A unique card game about cryptozoology, strange phenomenons and the tabloid press.",34,Tabletop Games,games/tabletop games,6,USD,2013 02 03 11:03:05,2014 03 05 17:51:48,2014 02 03 17:51:48,2018-12-13,1770368875,Legends and Lies - A unique card game for 2-4 players.,legends-and-lies-a-unique-card-game-for-2-4-player,successful,2416645.0,Hamilton Square,2000,3368.0,1359907385,1391467908,1394059908,2013,2,3,11,2014,2,3,17,2014,3,5,17,2018,12,13
25976,156,Multiplayer Dungeon adventure and quest to slay the Red Dragon! 1-6 players,34,Tabletop Games,games/tabletop games,6,USD,2014 02 24 21:02:14,2014 04 06 08:17:28,2014 03 07 08:17:28,2018-12-13,1469622134,The Red Dragon's Lair,the-red-dragons-lair,successful,2475813.0,Post Falls,1000,15208.0,1393293734,1394198248,1396786648,2014,2,24,21,2014,3,7,8,2014,4,6,8,2018,12,13
25980,448,"Heroes vs. Villains: Throw down in a card duel that utilizes both deck-building and card-battling mechanics.  Fresh twists, hot art!",34,Tabletop Games,games/tabletop games,6,USD,2013 02 02 21:51:53,2013 05 23 11:58:41,2013 04 23 11:58:41,2018-12-13,198001260,Hero Brigade: The Deck-Building & Card-Battling Game,hero-brigade-the-deck-building-and-card-battling-g,successful,2482949.0,Rochester,5000,18566.0,1359859913,1366732721,1369324721,2013,2,2,21,2013,4,23,11,2013,5,23,11,2018,12,13
25981,260,A roleplaying game (RPG) set in the universe of Elite: Dangerous.  Endorsed by Frontier Developments.,34,Tabletop Games,games/tabletop games,6,USD,2012 12 27 15:27:39,2013 03 03 17:25:36,2013 02 01 17:25:36,2018-12-13,1978281986,Elite Encounters: Roleplaying In The Elite Universe,elite-encounters-roleplaying-in-the-elite-universe,successful,18114.0,Derby,5250,7118.0,1356640059,1359757536,1362349536,2012,12,27,15,2013,2,1,17,2013,3,3,17,2018,12,13
25983,191,"2-4 Player 20-minute card game inspired by the classic video game.  Captures the fun without getting too ""mathy"".  Instant hit ages 7+",34,Tabletop Games,games/tabletop games,6,USD,2011 09 22 15:24:41,2011 12 23 12:00:00,2011 11 18 14:43:42,2018-12-13,1161449475,Lemonade Stand 4 Player Quick Strategy Card Game,lemonade-stand-4-player-quick-strategy-card-game,successful,2437416.0,Layton,4000,5721.0,1316719481,1321645422,1324659600,2011,9,22,15,2011,11,18,14,2011,12,23,12,2018,12,13
25987,980,"An innovative and strategic board game for 2-5 players.  New ""worker"" miniatures and expansions.",34,Tabletop Games,games/tabletop games,6,USD,2013 05 07 18:43:54,2013 06 08 01:00:00,2013 05 13 18:56:22,2018-12-13,1983749359,Snowdonia - 2nd Edition and Expansion,snowdonia-2nd-edition-and-expansion,successful,2463583.0,Oakland,40000,55061.0,1367966634,1368485782,1370667600,2013,5,7,18,2013,5,13,18,2013,6,8,1,2018,12,13
25994,245,The award winning strategic party card game for 2-7 players. Master the elements and achieve victory.,34,Tabletop Games,games/tabletop games,6,USD,2013 04 01 16:58:52,2014 03 03 01:02:29,2014 01 20 01:02:29,2018-12-13,1329966862,Elemental Blast: The Lost Elements,elemental-blast-the-lost-elements,successful,2361808.0,Belle Chasse,4000,5782.01,1364849932,1390197749,1393826549,2013,4,1,16,2014,1,20,1,2014,3,3,1,2018,12,13
25996,247,"A 400 year old classic card game with a modern twist... dice, dominoes, meeples & cards in place of the historical suits.",34,Tabletop Games,games/tabletop games,6,USD,2013 06 03 02:16:48,2013 08 07 13:36:15,2013 07 08 13:36:15,2018-12-13,1580407992,Scopa Playing Cards - Classic Italian Game - Gamer's Edition,scopa-classic-italian-card-game-gamers-edition,successful,2427032.0,Indianapolis,5500,5634.0,1370240208,1373304975,1375896975,2013,6,3,2,2013,7,8,13,2013,8,7,13,2018,12,13
25997,58,Impudent Mortal is back with our 3rd Kickstarter. A 28mm Near Future Sci Fi Tabletop City perfect for any Sci Fi / Modern gaming system,34,Tabletop Games,games/tabletop games,6,USD,2013 08 11 00:48:23,2013 11 13 17:06:46,2013 10 14 17:06:46,2018-12-13,823640936,Impudent Mortal's  28mm Near Future / Sci Fi Tabletop City,impudent-mortals-28mm-near-future-sci-fi-tabletop,successful,2371582.0,Buford,3000,5306.0,1376196503,1381784806,1384380406,2013,8,11,0,2013,10,14,17,2013,11,13,17,2018,12,13
26000,1359,"Contribute to help give the Deluxe W20 Book of the Wyrm a unique, full-color, deluxe treatment.",34,Tabletop Games,games/tabletop games,6,USD,2014 05 12 19:10:05,2014 07 03 12:00:57,2014 06 03 12:00:57,2018-12-13,711523668,Deluxe W20 Book of the Wyrm,deluxe-w20-book-of-the-wyrm,successful,2443867.0,Macungie,40000,103135.01,1399936205,1401811257,1404403257,2014,5,12,19,2014,6,3,12,2014,7,3,12,2018,12,13
26001,261,"The Wrong Chemistry, returns with an extraordinary expansion which includes new variants, mad scientists & funny illustrations!",34,Tabletop Games,games/tabletop games,6,USD,2013 05 07 12:15:37,2013 07 30 18:07:38,2013 06 30 18:07:38,2018-12-13,1990481203,Wrong Chemistry: Expand Your Lab,wrong-chemistry-expand-your-lab,successful,2459115.0,New York,7000,12749.0,1367943337,1372630058,1375222058,2013,5,7,12,2013,6,30,18,2013,7,30,18,2018,12,13
26003,225,"Anyone can find one Bigfoot, but can you be the first player to find and corral ten Bigfootses in this hilarious card game?",34,Tabletop Games,games/tabletop games,6,USD,2013 09 27 23:05:10,2014 01 06 00:59:00,2013 11 25 13:32:46,2018-12-13,1798651839,"Bigfootses, The Card Game.",bigfootses-the-card-game,successful,2385304.0,Corpus Christi,7500,11726.0,1380337510,1385404366,1388987940,2013,9,27,23,2013,11,25,13,2014,1,6,0,2018,12,13
26009,454,The 3rd product in the Megadungeon line. At least 100 pages of amazing preprinted map. Together they make a giant map. Adventures too!,34,Tabletop Games,games/tabletop games,6,USD,2014 05 10 07:55:25,2014 06 29 21:22:00,2014 05 30 16:44:57,2018-12-13,858541341,Gaming Paper Megadungeon 3 - Sewers,gaming-paper-megadungeon-3-sewers,successful,2412843.0,Grand Rapids,2200,16109.0,1399722925,1401482697,1404091320,2014,5,10,7,2014,5,30,16,2014,6,29,21,2018,12,13
26010,170,"Flippin' Fruit is a crazy competitive tabletop game of 12 sided dice, cards, fruit and fun that will test your grapes! For 2-4 Players.",34,Tabletop Games,games/tabletop games,6,USD,2013 08 10 09:46:36,2014 02 10 03:26:30,2014 01 11 03:26:30,2018-12-13,1228135438,Flippin' Fruit - The 'Juiced Up' Dice Game!,flippin-fruit-the-juiced-up-dice-game,successful,28688.0,Melton Mowbray,2800,3803.0,1376142396,1389428790,1392020790,2013,8,10,9,2014,1,11,3,2014,2,10,3,2018,12,13
26011,1912,Heroes Wanted is a tactical board game for 1-5 superhero hopefuls eager to join The Champions of Zeta City.,34,Tabletop Games,games/tabletop games,6,USD,2013 11 14 14:47:22,2014 03 09 23:00:00,2014 02 04 09:03:49,2018-12-13,1233766294,Heroes Wanted - a tactical board game for 1-5 heroes.,heroes-wanted-a-tactical-board-game-for-1-5-heroes,successful,2427032.0,Indianapolis,28000,137945.55,1384458442,1391522629,1394420400,2013,11,14,14,2014,2,4,9,2014,3,9,23,2018,12,13
26013,224,The Bestiary of Fantastic Creatures is an adaptable RPG booklet of creatures based on the illustrations of Casey Sorrow.,34,Tabletop Games,games/tabletop games,6,USD,2013 12 08 10:57:52,2014 01 24 20:41:00,2013 12 23 08:07:38,2018-12-13,1853728478,An Illustrated Bestiary of Fantastic Creatures,an-illustrated-bestiary-of-fantastic-creatures,successful,2436453.0,Lansing,1600,3945.79,1386518272,1387804058,1390614060,2013,12,8,10,2013,12,23,8,2014,1,24,20,2018,12,13
26014,60,"An original ruleset accompanied by a Victorian setting with Gothic horror, steampunk, mystery, and fantasy elements.",34,Tabletop Games,games/tabletop games,6,USD,2013 06 07 08:51:01,2013 07 12 09:37:17,2013 06 12 09:37:17,2018-12-13,510490562,Inscrutable Puzzlements: An Anachronistic Victorian Era RPG,inscrutable-puzzlements-an-anachronistic-victorian,successful,2384455.0,Cookeville,1000,1700.0,1370609461,1371044237,1373636237,2013,6,7,8,2013,6,12,9,2013,7,12,9,2018,12,13
26017,689,"A crazy, lighthearted battle to the top inspired by 2D arcade platformers! Scale the Cliffs of Frab to claim the Ultimate Treasure!",34,Tabletop Games,games/tabletop games,6,USD,2012 09 03 17:15:30,2012 10 07 20:00:00,2012 09 07 07:54:13,2018-12-13,1289164181,Jungle Ascent,jungle-ascent,successful,2487610.0,Salt Lake City,5500,27047.53,1346706930,1347018853,1349654400,2012,9,3,17,2012,9,7,7,2012,10,7,20,2018,12,13
26018,396,"A scaleable 1-12 Player Dice and Card Game with several modes of play including Solo, Tag Team, Multiplayer, and Versus!",34,Tabletop Games,games/tabletop games,6,USD,2014 04 15 09:59:43,2014 06 06 13:00:44,2014 05 07 13:00:44,2018-12-13,1624700613,Capes And Villains Remastered,capes-and-villains-remastered,successful,2388929.0,Dallas,25000,36489.0,1397570383,1399482044,1402074044,2014,4,15,9,2014,5,7,13,2014,6,6,13,2018,12,13
26020,573,CNC Machined Floating Face Dice. Solid Metal that is machined into 2 pieces! One piece floats inside the other! FUDGE / FATE Available,34,Tabletop Games,games/tabletop games,6,USD,2013 04 11 13:58:04,2013 07 18 23:11:44,2013 06 13 23:11:44,2018-12-13,1407593278,"Precision Metal Dice - Floating Face Design, d6, and Fudge",precision-metal-dice-floating-face-design-d6-and-f,successful,2466151.0,Orem,5000,24114.16,1365703084,1371179504,1374203504,2013,4,11,13,2013,6,13,23,2013,7,18,23,2018,12,13
26021,995,Build a starship. Brew a potion. Explore a dungeon. Create a universe. Give your wizard a spaceship. Now in hardcover!,34,Tabletop Games,games/tabletop games,6,USD,2013 12 01 16:35:42,2014 05 08 16:00:00,2014 04 07 11:58:59,2018-12-13,1948088233,What's O.L.D. Is N.E.W. - Two Crunchy Roleplaying Games!,whats-old-is-new-two-crunchy-roleplaying-games,successful,35356.0,Southampton,5000,43707.0,1385933742,1396886339,1399579200,2013,12,1,16,2014,4,7,11,2014,5,8,16,2018,12,13
26024,663,Analog random number generating cubes with artisan flair. Designer dice for any game accessory collection.,34,Tabletop Games,games/tabletop games,6,USD,2014 01 04 18:39:43,2014 02 21 02:30:00,2014 01 22 15:40:58,2018-12-13,72626041,Dice Empire: Series One,dice-empire-series-one,successful,2475687.0,Portland,1001,29273.66,1388878783,1390423258,1392967800,2014,1,4,18,2014,1,22,15,2014,2,21,2,2018,12,13
26025,164,"Aliens, Zombies, Conspiracy, Natural Disaster, and Misdirection. Enter the World of HOST from Broken Prism Games.",34,Tabletop Games,games/tabletop games,6,USD,2013 05 30 11:15:02,2013 11 19 18:51:43,2013 10 20 18:51:43,2018-12-13,359211704,HOST: The New Card Game From Broken Prism Games,host-the-new-card-game-from-broken-prism-games,successful,2505161.0,The Colony,2000,4453.05,1369926902,1382309503,1384905103,2013,5,30,11,2013,10,20,18,2013,11,19,18,2018,12,13
26029,60,Numbers League has been invited to the Strong's National Museum of Play.  Looking for help to cover printing and production costs.,34,Tabletop Games,games/tabletop games,6,USD,2012 01 15 15:37:38,2012 02 10 10:35:10,2012 01 23 10:35:10,2018-12-13,1276541014,Numbers League at the Museum of Play,numbers-league-at-the-museum-of-play,successful,2482949.0,Rochester,1500,2040.73,1326659858,1327332910,1328888110,2012,1,15,15,2012,1,23,10,2012,2,10,10,2018,12,13
26040,436,The 2nd product in the Gaming Paper Megadungeon line.  25 pages of amazing preprinted map. Together they make a 3.5' x 4.5' giant map.,34,Tabletop Games,games/tabletop games,6,USD,2013 06 08 14:58:48,2013 07 14 20:00:00,2013 06 19 07:31:06,2018-12-13,1343842069,Gaming Paper Megadungeon 2 - Lost Catacombs,gaming-paper-megadungeon-2-lost-catacombs,successful,2412843.0,Grand Rapids,1875,13805.0,1370717928,1371641466,1373846400,2013,6,8,14,2013,6,19,7,2013,7,14,20,2018,12,13
26041,115,A card game for 2-6 players involving low cunning with high science.  Race to complete your blueprint before your rival mad inventors!,34,Tabletop Games,games/tabletop games,6,USD,2014 03 26 22:35:12,2014 06 07 21:23:47,2014 05 08 21:23:47,2018-12-13,1358754235,Inventor's Market: A card game,inventors-market-a-card-game,successful,2383660.0,Columbus,500,2984.0,1395887712,1399598627,1402190627,2014,3,26,22,2014,5,8,21,2014,6,7,21,2018,12,13
26042,32,Split Suit playing cards adds 4 suits to a normal deck of cards.  Each card has two suits to add another level to popular games.,34,Tabletop Games,games/tabletop games,6,USD,2013 09 07 18:11:13,2013 11 07 21:00:00,2013 10 17 12:10:31,2018-12-13,910173177,Split Suit Playing Cards,splitsuit-playing-cards,successful,2367231.0,Boulder,500,664.0,1378591873,1382026231,1383876000,2013,9,7,18,2013,10,17,12,2013,11,7,21,2018,12,13
26044,46,A deliciously creative board game based on the mystery ingredient box concept. May the most creative “cook” win!,34,Tabletop Games,games/tabletop games,6,USD,2011 10 04 12:42:12,2012 01 01 18:37:57,2011 11 02 18:37:57,2018-12-13,886407640,"Creative Kitchen, The Game",creative-kitchen-the-game,successful,2489314.0,Savannah,3000,3409.0,1317746532,1320273477,1325461077,2011,10,4,12,2011,11,2,18,2012,1,1,18,2018,12,13
26047,45,"Airship Award nominated SteamCraft RPG is set in world, where gears, goggles, and coal-powered airships dominate life.",34,Tabletop Games,games/tabletop games,6,USD,2014 05 14 15:04:08,2014 06 23 00:59:00,2014 05 16 12:40:50,2018-12-13,191709310,SteamCraft RPG: The Supplements Edition,steamcraft-rpg-the-supplements-edition,successful,2424766.0,Houston,850,2412.0,1400094248,1400258450,1403499540,2014,5,14,15,2014,5,16,12,2014,6,23,0,2018,12,13
26049,221,Add a little Wonder to your favorite tabletop RPG adventure with our classic random spell effect cards plus an all new NSFW expansion!,34,Tabletop Games,games/tabletop games,6,USD,2018 11 27 17:45:45,2019 01 04 23:59:00,2018 12 03 23:51:32,2018-12-13,1733838294,Deck of Wonder: After Dark - 100 NSFW Random Spell Effects,deck-of-wonder-after-dark-100-nsfw-random-spell-ef-0,live,2367105.0,Boston,2000,7278.0,1543358745,1543899092,1546664340,2018,11,27,17,2018,12,3,23,2019,1,4,23,2018,12,13
26052,50,Scale model Asteroids ideal for table top wargames,34,Tabletop Games,games/tabletop games,6,USD,2014 04 20 11:14:32,2014 05 17 08:23:55,2014 04 22 08:23:55,2018-12-13,230385097,ASTEROIDS,asteroids,successful,18114.0,Derby,100,1323.0,1398006872,1398169435,1400329435,2014,4,20,11,2014,4,22,8,2014,5,17,8,2018,12,13
26054,231,A two-player abstract strategy game that pits light against dark.  Use each tile's unique powers to flip others to your side!,34,Tabletop Games,games/tabletop games,6,USD,2014 01 30 13:31:28,2014 03 12 23:59:00,2014 03 07 11:12:47,2018-12-13,1340534521,Equinox,equinox,successful,2355943.0,Arlington,3000,6083.0,1391106688,1394208767,1394683140,2014,1,30,13,2014,3,7,11,2014,3,12,23,2018,12,13
26055,1481,"Work together to run a Chinese restaurant!  Rush against the clock to prepare ingredients, serve customers and save the restaurant!",34,Tabletop Games,games/tabletop games,6,USD,2013 05 22 14:19:38,2013 07 16 17:59:00,2013 06 13 12:47:26,2018-12-13,1368842164,Wok Star,wok-star,successful,2441309.0,Londonderry,5000,72793.0,1369246778,1371142046,1374011940,2013,5,22,14,2013,6,13,12,2013,7,16,17,2018,12,13
26056,86,"Prepare to sink your teeth into Draw Blood, a fast, fun, stategic card game for 2-3 monsters... er, players!",34,Tabletop Games,games/tabletop games,6,USD,2013 11 01 16:06:18,2013 11 12 10:43:25,2013 11 05 10:43:25,2018-12-13,1032181585,Draw Blood: Redux - A Classic Monster Card Game,draw-blood-redux-a-classic-monster-card-game,successful,12589335.0,Brooklyn,1000,2442.0,1383336378,1383666205,1384271005,2013,11,1,16,2013,11,5,10,2013,11,12,10,2018,12,13
26057,4,Rush around on Christmas Eve and give the other players the best gifts in this fast paced family friendly card game for 4-8 players,34,Tabletop Games,games/tabletop games,6,USD,2018 11 29 18:42:03,2019 01 11 12:02:14,2018 12 12 12:02:14,2018-12-13,715783747,Christmas Miss Givings,christmas-miss-givings,live,4118.0,Toronto,25000,101.29,1543534923,1544634134,1547226134,2018,11,29,18,2018,12,12,12,2019,1,11,12,2018,12,13
26065,554,Domains at War brings the full sweep of fantasy warfare to tabletop gaming and role-playing campaigns.,34,Tabletop Games,games/tabletop games,6,USD,2013 02 16 18:07:19,2013 05 18 15:32:12,2013 04 16 15:32:12,2018-12-13,962441743,"Domains at War: Battles, Campaigns, and Mass Combat",domains-at-war,successful,2394734.0,Durham,15000,33977.0,1361056039,1366140732,1368905532,2013,2,16,18,2013,4,16,15,2013,5,18,15,2018,12,13
26066,577,"Own a piece of history, USPCC authorized reprint of these playing cards, featuring one of the first side pip indices.",34,Tabletop Games,games/tabletop games,6,USD,2014 01 22 02:23:16,2014 03 25 19:00:00,2014 02 21 19:28:50,2018-12-13,603650537,"1876, A.Dougherty Triplicate Playing Cards Restoration USPCC",1876-adougherty-triplicate-playing-cards-restorati,successful,2449808.0,Mesa,13000,35337.74,1390375396,1393028930,1395788400,2014,1,22,2,2014,2,21,19,2014,3,25,19,2018,12,13
26068,59,Up to 10 players can grab an avatar (such as Cokie-Monster and My Little Robo Attack Pony) and smash each other to bits... WITH BEER!,34,Tabletop Games,games/tabletop games,6,USD,2013 08 07 14:14:20,2013 09 21 21:23:02,2013 08 22 21:23:02,2018-12-13,402673364,Smashed Bros: The Beer Fueled Brawler,smashed-bros-the-beer-fueled-brawler,successful,2475687.0,Portland,300,1561.0,1375899260,1377220982,1379812982,2013,8,7,14,2013,8,22,21,2013,9,21,21,2018,12,13
26069,765,Pandante is a gambling game that's all about lying. It's the Panda's version of poker that brings joy to all. And it has a Gold Fairy.,34,Tabletop Games,games/tabletop games,6,USD,2013 11 01 02:53:42,2013 12 20 02:03:02,2013 11 20 02:03:02,2018-12-13,212761308,Pandante (reboot),pandante-reboot,successful,2399401.0,Emeryville,30000,59763.81,1383288822,1384930982,1387522982,2013,11,1,2,2013,11,20,2,2013,12,20,2,2018,12,13
26070,127,An ancient China/wuxia source book for the Pathfinder Roleplaying Game.,34,Tabletop Games,games/tabletop games,6,USD,2013 08 19 15:00:01,2013 11 07 10:17:22,2013 10 08 10:17:22,2018-12-13,631178671,Dragon Tiger Ox (Pathfinder Wuxia Sourcebook),dragon-tiger-ox-pathfinder-wuxia-sourcebook,successful,2504633.0,Tempe,1000,2177.0,1376938801,1381241842,1383837442,2013,8,19,15,2013,10,8,10,2013,11,7,10,2018,12,13
26071,99,What if I was the lead designer of the next edition of the world's greatest RPG? I'd end up with Saga of the Splintered Realm.,34,Tabletop Games,games/tabletop games,6,USD,2014 03 03 20:39:48,2014 04 12 20:53:41,2014 03 13 20:53:41,2018-12-13,1005292230,Saga of the Splintered Realm,saga-of-the-splintered-realm,successful,2354774.0,Angola,1000,3438.13,1393897188,1394758421,1397350421,2014,3,3,20,2014,3,13,20,2014,4,12,20,2018,12,13
26072,1019,"A classic tabletop RPG returns. Set in the Age of Legend, heroes are needed to bring hope to a damaged world.",34,Tabletop Games,games/tabletop games,6,USD,2013 12 04 16:39:30,2014 02 12 19:38:26,2014 01 13 19:38:26,2018-12-13,349472500,Earthdawn 4th Edition,earthdawn-4th-edition,successful,2384914.0,Corbett,10000,109596.0,1386193170,1389659906,1392251906,2013,12,4,16,2014,1,13,19,2014,2,12,19,2018,12,13
26073,339,"Draw Crazy Cards, Illustrate Devastating Attacks, and Survive the Ultimate Battle!",34,Tabletop Games,games/tabletop games,6,USD,2014 01 09 10:51:48,2014 07 31 10:24:55,2014 06 01 10:24:55,2018-12-13,98167513,Ultimate Battle - The Creative Card Battle Game,ultimate-battle-the-card-battle-sketching-game,successful,2459115.0,New York,11000,15275.0,1389282708,1401632695,1406816695,2014,1,9,10,2014,6,1,10,2014,7,31,10,2018,12,13
26083,410,Rise! A game that truly shapes to the player's favorite theme. With an ever changing & modifiable board no two games are ever the same!,34,Tabletop Games,games/tabletop games,6,USD,2011 10 26 14:03:34,2011 12 31 13:27:48,2011 11 01 13:27:48,2018-12-13,2005953585,Rise! Break Ground and Make It Yours!,rise-an-abstract-strategy-board-game-from-crash-ga,successful,2471390.0,Phoenix,15000,17518.12,1319652214,1320168468,1325356068,2011,10,26,14,2011,11,1,13,2011,12,31,13,2018,12,13
26084,218,"Doll is a storytelling game for two. One person plays a child, the other plays a doll who sometimes lies about important things.",34,Tabletop Games,games/tabletop games,6,USD,2013 08 29 13:12:31,2013 09 29 20:10:00,2013 09 08 20:10:00,2018-12-13,1836153016,Doll,doll,successful,2449853.0,Mesquite,250,3336.0,1377796351,1378685400,1380499800,2013,8,29,13,2013,9,8,20,2013,9,29,20,2018,12,13
26090,229,"Griffin Tamer Studio is launching a new line of premium fantasy gaming terrain, featuring large gates and dungeon entrances!",34,Tabletop Games,games/tabletop games,6,USD,2014 05 05 21:45:28,2014 06 19 21:45:00,2014 05 22 19:59:25,2018-12-13,1949109502,Enter the Dungeon: Miniature Terrain by Griffin Tamer Studio,enter-the-dungeon-miniature-terrain-by-griffin-tam,successful,23510202.0,Craftsbury Common,3000,59596.0,1399340728,1400803165,1403228700,2014,5,5,21,2014,5,22,19,2014,6,19,21,2018,12,13
26095,102,Forceball is a fast and futuristic hockey/lacrosse card game for 2 players.,34,Tabletop Games,games/tabletop games,6,USD,2011 10 05 10:34:13,2011 10 21 14:36:55,2011 10 07 14:36:55,2018-12-13,501635474,Forceball: Futurisitic Hockey / Lacrosse Card Game,forceball-futurisitic-hockey-lacrosse-card-game,successful,2427032.0,Indianapolis,500,2106.5,1317825253,1318012615,1319222215,2011,10,5,10,2011,10,7,14,2011,10,21,14,2018,12,13
26097,5398,Dwarven Forge's Game Tiles Kickstarter project seeks to bring revolutionary miniature terrain to everyone in the tabletop gaming world.,34,Tabletop Games,games/tabletop games,6,USD,2013 02 20 14:42:24,2013 04 30 22:00:00,2013 03 25 10:00:28,2018-12-13,1826778276,Dwarven Forge's Game Tiles: Revolutionary Miniature Terrain,dwarven-forges-game-tiles-revolutionary-miniature,successful,2374855.0,Carbondale,50000,1908155.51,1361389344,1364220028,1367373600,2013,2,20,14,2013,3,25,10,2013,4,30,22,2018,12,13
26101,72,"Toolcards continue to provide GMs with everything they need for better campaigns. This second dose includes non-fantasy elements, too.",34,Tabletop Games,games/tabletop games,6,USD,2013 07 04 04:51:49,2014 07 16 16:41:00,2014 06 18 16:16:09,2018-12-13,1986216610,Toolcards 2: It's Time to be a Gamemaster Again,toolcards-2-its-time-to-be-a-gamemaster-again,successful,2427913.0,Issaquah,1000,7033.0,1372927909,1403122569,1405543260,2013,7,4,4,2014,6,18,16,2014,7,16,16,2018,12,13
26103,545,"D20 jewelry - earrings, necklaces, tie clips, cufflinks, hairclips, pendants and keychains. LAST DAY! FUNDED - Stretch 6: Magnets",34,Tabletop Games,games/tabletop games,6,USD,2014 03 16 16:25:52,2014 04 02 11:00:35,2014 03 26 11:00:35,2018-12-13,1671748889,Foam Brain Jewelry - Twenty Sided Dice Collection,foam-brain-jewelry-twenty-sided-dice-collection,successful,2508215.0,Troy,250,9921.0,1395001552,1395846035,1396450835,2014,3,16,16,2014,3,26,11,2014,4,2,11,2018,12,13
26104,52,"Get down and dirty with the biggest figures in ancient Rome.  Make allies of your friends, and betray them before they betray you.",34,Tabletop Games,games/tabletop games,6,USD,2013 09 02 15:20:27,2013 10 09 17:01:47,2013 09 09 17:01:47,2018-12-13,72571095,"Fall, Caesar - an Elimination Card Game",fall-caesar-an-elimination-card-game,successful,2412184.0,Goodyear,2000,2538.0,1378149627,1378760507,1381352507,2013,9,2,15,2013,9,9,17,2013,10,9,17,2018,12,13
26105,163,"A card throwing, trick taking game set in Ancient Japan.",34,Tabletop Games,games/tabletop games,6,USD,2014 01 07 13:32:24,2014 06 27 19:56:00,2014 05 27 19:56:00,2018-12-13,524285760,Shogun Showdown,shogun-showdown,successful,2376926.0,Cedar Rapids,2500,5452.0,1389119544,1401234960,1403913360,2014,1,7,13,2014,5,27,19,2014,6,27,19,2018,12,13
26107,271,Can you defend the Galaxy! Battle against friends or team up in this fast-paced space adventure!,34,Tabletop Games,games/tabletop games,6,USD,2013 07 20 10:20:35,2013 09 05 20:01:40,2013 08 06 20:01:40,2018-12-13,1083913984,Neptune,neptune,successful,2457000.0,Naperville,10000,10411.0,1374330035,1375833700,1378425700,2013,7,20,10,2013,8,6,20,2013,9,5,20,2018,12,13
26108,66,"It's the Golden Age of Pirates, you and your friends gleefully fight it out to steal the most booty!",34,Tabletop Games,games/tabletop games,6,USD,2013 06 24 19:41:21,2013 08 08 16:26:25,2013 07 09 16:26:25,2018-12-13,1042704216,Pirate's Booty - The Card Game of Plundering your Friends,pirates-booty-the-card-game-of-plundering-your-fri,successful,2367480.0,Bowling Green,1500,2126.0,1372117281,1373401585,1375993585,2013,6,24,19,2013,7,9,16,2013,8,8,16,2018,12,13
