,ks_state,game_name,blurb,game_id,money_pledged,backers_count,location_id,money_goal,month_created,day_created,hour_created,month_launched,day_launched,hour_launched,month_end,day_end,hour_end,month_obtained,day_obtained,date_created_epoch,date_launched_epoch,date_end_epoch
28680,successful,Mobile Frame Zero 002: Alpha Bandit,The indie tabletop wargame of tiny giant LEGO spaceships! by Joshua A.C. Newman,2133729108,36917.89,893,2461848.0,29650,3,17,19,3,25,8,4,25,20,12,13,1395100647,1395752392,1398470400
28584,successful,The Evolve Narrative Gaming System,A new and flexible tabletop RPG system designed to appeal to both veteran gamers and new or prospective players.,2040139171,4790.0,83,2428636.0,3000,3,17,21,4,18,0,6,17,0,12,13,1395106563,1397793683,1402977683
26329,successful,Mythic Mania: Three Mythic Rulebooks for Pathfinder RPG,"A massive expansion to the Pathfinder RPG Mythic rules in three print books, featuring spells, feats, monsters, mythic paths, and more!",1439652972,69362.0,461,2490383.0,5000,3,17,22,3,29,16,5,6,2,12,13,1395109524,1396126436,1399359540
26262,successful,DIG DOWN DWARF - The Award Winning Strategic Dice Game!,FINAL DAY TO GET YOUR DWARF ON!,2087321664,50120.84,1633,2457000.0,5000,3,17,23,4,8,19,4,24,19,12,13,1395112478,1397001570,1398383970
27145,successful,Rahdo Runs Through... Year Three!,"Former videogame designer Richard Ham runs through the latest & greatest boardgames, putting YOU at the table",495205945,17718.5,951,483574.0,4000,3,18,13,3,23,0,4,16,18,12,13,1395164863,1395549521,1397685600
27972,successful,RPG 3.1,Background music for table top role playing games. New music producer! Plus tracks for Commercial Use.,438057097,965.0,78,2451822.0,500,3,18,20,3,19,21,4,21,21,12,13,1395187733,1395278252,1398129452
25902,successful,Tabletop Towns - Cargo Containers.,"High Quality, fold flat, easy store shipping containers for modern, post apocalyptic and Science Fiction tabletop gaming.",564290837,3793.0,163,12696129.0,2580,3,19,9,5,5,6,6,7,0,12,13,1395236338,1399287517,1402113600
27493,successful,"Symetra: hexagonal card game of elements, emotions & energy!","Help Game Point produce Symetra, a hexagonal card strategy game where players wield the elements, emotions & energies of the cosmos!",1509445106,12234.2,137,9785.0,12000,3,19,16,6,3,8,7,6,8,12,13,1395259805,1401800247,1404651447
25970,successful,The Root Dice - Handcrafted from Ancient Woods.,"Handmade dice using 50,000 year old wood. A new spin on a D20 roll from World Nine Goods.",354618882,6211.0,133,2379574.0,3500,3,19,20,6,19,11,7,17,23,12,13,1395274057,1403191318,1405652400
28978,successful,Eggs and Empires - A fast paced exciting card game for 2-6p,"Eggs and Empires is a frenetic, simultaneous bidding game that is easy to learn and is packed with interesting decisions. Only $16!",1395819667,18298.0,993,2391585.0,10000,3,19,20,4,14,12,5,14,12,12,13,1395276507,1397491239,1400083239
26361,successful,AETHERIUM,Aetherium is a skirmish level miniatures board game set in a cyber-mindscape where the world changes with the will of the players.,1713087459,29176.0,203,2379574.0,20000,3,20,11,4,1,1,5,1,1,12,13,1395330356,1396328584,1398920584
28391,successful,Epic Worlds Engine,"A resource light Role Playing Game that provides for quick and easy creation of Epic Characters, Epic Stories, and Epic Worlds.",971663527,1380.0,41,2376608.0,1000,3,20,22,4,7,12,5,8,12,12,13,1395367530,1396889073,1399567473
26598,successful,Ponyfinder: Griffons of Everglow Pathfinder Expansion,"Expanding on the Ponyfinder Campaign Setting, Griffons of Everglow takes a closer look at how these majestic people work in Everglow.",1449607188,20032.5,423,2463583.0,3520,3,20,23,6,6,15,7,11,15,12,13,1395371819,1402081211,1405105211
28313,successful,Mecha Front Miniatures,"Mecha Front is a tabletop miniatures game featuring combat with large robots known as ""Mecha"".",1600157050,27886.0,199,2393438.0,3000,3,21,1,4,14,16,4,30,16,12,13,1395381208,1397505764,1398888164
26802,successful,New York 1776,New York 1776 is a Revolutionary War game that allows you to replay the campaign around New York City. Save the revolution or crush it.,1701948280,17175.0,254,2512636.0,2500,3,21,9,4,12,13,5,27,13,12,13,1395409212,1397323482,1401211482
26436,successful,Seas of Iron Rising Sun,"""If you want to go anywhere in modern war, in the air, on the sea, on the land, you must have command of the air."" -Admiral Halsey",970867644,3567.0,94,2370986.0,2500,3,21,20,4,8,12,5,7,16,12,13,1395448661,1396974112,1399492800
25442,successful,Realm of Strife: A Tabletop RPG of Limitless Strategy,"RoS is a Free-to-Play tabletop fantasy RPG; featuring a dynamic class system, strategic combat, & limitless character customization.",1975559531,7466.0,54,8775.0,7000,3,21,23,6,6,2,7,6,2,12,13,1395458138,1402035782,1404627782
26636,successful,DUNGEON RAVENSTEIN by Darkraven Games,Dungeon Ravenstein is the latest of Darkraven Games's Mega Maps for use with your VTT or for traditional tabletop gaming!,507010064,3034.0,59,2378015.0,3000,3,23,18,5,15,2,6,13,3,12,13,1395612526,1400137052,1402642800
25782,successful,Faces of the Tarnished Souk: An NPC Collection (Pathfinder),"A collection of 30 complex NPC, supported by custom classes, templates, races, etc. for the Pathfinder Roleplaying Game",1625601869,4430.0,179,2377671.0,1800,3,23,22,4,1,22,5,2,22,12,13,1395626927,1396407553,1399082400
25618,successful,Urban Heroes,"A gritty, superpunk tabletop RpG about superheroes, conspiracy theories, physics and the contemporary pop culture.",1785581989,16301.0,243,719975.0,14000,3,24,11,4,5,9,5,15,9,12,13,1395675995,1396706154,1400162154
26954,successful,"""Shut the Frak Up"" & 3 More Fast-Paced Card Games","Simple, fast paced matching games using sci-fi, Shakespearean, schoolyard, or strongly-worded insults. Choose your favorite!",1052092216,10335.0,117,12589335.0,9600,3,24,11,4,7,9,5,8,23,12,13,1395676539,1396877942,1399604400
28029,successful,Reprint the Rabbit Tarot,"The Rabbit Tarot, Second Edition, is almost sold out, and a Third Edition is ready to print. Help me make this popular deck happen!",543666632,2414.0,60,2490383.0,1800,3,24,17,3,25,13,4,24,13,12,13,1395697701,1395766923,1398358923
27454,successful,Yomi,"Yomi: a fighting game in card form. Learn your character, practice combos, and read the opponent's tendencies.",233735725,217815.59,1079,2399401.0,30000,3,25,3,6,17,3,7,17,3,12,13,1395734280,1402988994,1405580994
27327,successful,Mourning Wolf: Starship Map & Miniature,24x36 inch double-sided poster & miniature. A fully-detailed light cruiser for your science-fiction / space RPG.,2078366194,8193.0,201,2473224.0,1000,3,25,10,4,3,9,5,24,23,12,13,1395756736,1396531837,1400989500
27907,successful,World of Aetaltis: The Temple of Modren,"A heroic Pathfinder Compatible RPG adventure, an anthology of fantasy short fiction, amazing art, and roleplaying fun!",2131836526,10554.0,222,29229870.0,3500,3,25,13,5,6,0,5,30,23,12,13,1395769864,1399348815,1401508740
26442,successful,Gunman’s Law: Wild West Shootout RPG & Tabletop Game,"By blending the historic with the cinematic, and using cards for system resolution, our game recreates Wild West gunfights.",63464267,6486.66,121,2424766.0,500,3,25,14,4,29,13,5,29,13,12,13,1395772934,1398790823,1401382823
28733,successful,DECA - A Handcrafted Deck Box Designed for Card Gaming,"DECA is a handcrafted deck box for tabletop card gaming, designed with premium woods and acrylics.",1080970431,12371.01,158,2487889.0,5000,3,25,16,4,22,22,5,22,22,12,13,1395777884,1398221425,1400813425
28698,successful,THY REALM CARD/MINIATURE GAME,Thy Realm games is a card based miniature game. Each card is a figure. Easy to start out of the box but with long term play ability.,1078278574,2231.0,55,2522292.0,1000,3,25,22,5,1,11,5,31,11,12,13,1395799375,1398959738,1401551738
27086,successful,Shadowfist: The Coming Darkness,The Dynamic Card Game of Hong Kong movie action is back for round 3! Plunge deeper into the darkness with 150 new butt-kicking cards!,929068254,25182.0,206,2357536.0,20000,3,25,23,3,31,23,5,1,0,12,13,1395803169,1396321293,1398920340
28907,successful,Hellfrost Rassilon Expansion II,Prepare to fight against the winter! Triple Ace Games brings a major new Hellfrost expansion. A trio of books & a new action deck!,55159125,5625.0,146,28662.0,1500,3,26,10,4,15,9,5,5,18,12,13,1395845810,1397568093,1399329000
28372,successful,Luck O' The Dice Game,"Prepare to be sliced, subtracted and stalled by a pair of mischievous leprechauns in this unique game of dice and cards.",1516814345,7361.0,188,2391279.0,7000,3,26,12,6,17,20,7,17,20,12,13,1395850765,1403049642,1405641642
28044,successful,Last Stand: Reinforcements,"New rules and character options for Last Stand, the RPG of kaiju battles and explosions.",253592426,2645.0,153,2487796.0,1500,3,26,13,4,4,11,5,5,23,12,13,1395855541,1396624989,1399348740
28182,successful,Coup Reformation - Kickstarter Edition,Thank you for making this special edition of the upcoming Coup expansion a reality.,975910401,254133.62,7993,2463583.0,10000,3,26,22,3,31,13,4,15,23,12,13,1395886859,1396286391,1397617200
26041,successful,Inventor's Market: A card game,A card game for 2-6 players involving low cunning with high science.  Race to complete your blueprint before your rival mad inventors!,1358754235,2984.0,115,2383660.0,500,3,26,22,5,8,21,6,7,21,12,13,1395887712,1399598627,1402190627
27519,successful,Simple System Table-Top Roleplaying Game System,"A fast and easy to learn table-top role playing game system for serious roleplaying, with a unique card based resolution mechanic.",13858387,27810.05,547,2380062.0,1500,3,27,0,4,23,15,5,23,15,12,13,1395895886,1398279880,1400871880
27187,successful,Among the Stars,Help the Alliance construct efficient space stations and bring peace Among the Stars!,1814172,190994.5,2594,2459115.0,15000,3,27,10,4,5,4,5,5,9,12,13,1395932167,1396688006,1399294800
25540,successful,Thebes,Enjoy the complete Thebes experience with the basic game and the card game in this kickstarter special!,491601642,90554.0,1309,2388929.0,20000,3,27,12,5,17,12,6,3,12,12,13,1395938278,1400344289,1401813089
27864,successful,Of Mice And Lemmings from Scott Almes & Sprocket Games!,"Secret roles, bridge building, utter destruction, duplicity, deception and downright lies with hungry mice and water loving lemmings.",418840213,3138.0,135,40865.0,3000,3,27,19,4,2,11,4,23,11,12,13,1395963840,1396454383,1398268783
26714,successful,Monster Chef,A 15-20 minutes board game for 2-4 players in which you compete to make the most monstrous recipes!,639190734,1066.0,34,784794.0,1000,3,28,10,4,6,7,5,1,7,12,13,1396015514,1396782223,1398942223
27973,successful,The Evil Ponies - Miniature ponies for table-top gaming.,"The Evil Ponies is a complement for our first Kickstarter, Pewter Ponies. Only this time it isn't all about cuteness and muffins!",186547858,7107.0,83,22969.0,7000,3,28,23,4,5,3,5,10,3,12,13,1396064454,1396682452,1399706452
28279,successful,Block Party: a 21st Century Brain Game,The tabletop puzzle platform that will upgrade your thinking and push your mental limits.,2077786014,22882.69,476,2487956.0,18000,3,29,11,5,10,14,6,19,14,12,13,1396106028,1399747113,1403203113
26266,successful,Fleet Commander Nimitz - The WWII Solitaire Game,"Command the US ships, Aircraft, and Troops in the epic battle to defeat the Japanese and win the Pacific War!",287973134,10308.0,83,2411141.0,5000,3,29,20,6,2,21,7,2,21,12,13,1396140899,1401760725,1404352725
26906,successful,Of Gods & Heroes - Mythic Tabletop Role-Playing,"Experience Mythic Adventure!

Create a Hero. 

Walk with gods, perform incredible feats, punch monsters in the face. 
   Be a Legend!",805275257,2783.0,88,2459115.0,2500,3,30,15,4,21,10,5,18,23,12,13,1396208831,1398092284,1400471940
27248,successful,Dubious Alliance,"A bluffing card game that captures the adventure of a co-op fantasy RPG with the competition of a fast, fun card game.",492151570,7042.0,184,2355360.0,1200,3,30,23,5,25,2,6,25,16,12,13,1396235216,1400998864,1403726580
27405,successful,Maha Yodha: Hindu Myths meet Strategic Card Gaming,"An epic strategic card game based on the ancient stories, characters and weapons from the 4000 year-old universe of Hindu mythology!",554812469,34624.5,862,2457000.0,16000,3,31,4,5,7,9,6,21,9,12,13,1396255057,1399467820,1403355820
27559,successful,Mythic Dragon Playmats,"High quality mats for gamers featuring the unique vibrant dragons! Plus art prints, mouse pads, t-shirts and more!",1654389879,5780.0,116,2508428.0,2400,3,31,8,4,2,20,4,22,20,12,13,1396270221,1396484505,1398212505
28216,successful,Nothing Personal - The Expansions!,"Power & Influence and Associates bring more Gangsters, more cards and more ways to play. But it's still... Nothing Personal.",101756860,48466.84,624,2441309.0,25000,3,31,11,5,1,11,5,31,15,12,13,1396278140,1398958537,1401562800
28945,successful,NEMESIS,"Help us to make the Juggers, the Exiles and the Nephalites. A new range of miniatures for the skirmish wargame Nemesis.",2086773671,33285.0,226,766356.0,5000,3,31,11,6,16,15,7,16,15,12,13,1396281440,1402945279,1405537279
28595,successful,Those Who Play - A Narrative-Focused Role Playing System,Those Who Play is an RPG that gives you the freedom and support to play how you want to. I need your help to take it to print!,1861115242,1046.0,45,21125.0,900,3,31,14,6,4,13,7,4,13,12,13,1396290264,1401903976,1404495976
27158,successful,Billionaire Banshee: Party Entertainment System,"Would your friends date a Billionaire Banshee? How about a 
Dominatrix Cyclops? A card game to reveal secrets about friends!",1679909114,21878.14,458,2424061.0,20000,3,31,16,4,10,16,5,16,21,12,13,1396298319,1397161797,1400290680
26183,successful,Realm of Heroes,"The King is dead, and all are making their play for power. Do you have what it takes to emerge victorious in this Realm of Heroes?",1094769825,10061.0,236,2357473.0,10000,4,1,10,5,27,9,6,26,12,12,13,1396361778,1401196758,1403798400
27811,successful,Chicago Express,"Enjoy the complete Chicago Express experience with the basic game, 1st Expansion and one new module in this Kickstarter special!",1194656032,29720.0,477,2388929.0,10000,4,1,14,6,6,14,6,17,23,12,13,1396377773,1402080126,1403060400
28209,successful,Yardmaster - Rule the Rails!,Freight is rolling into the yard and it's up to you to make sure that your train is loaded earning you the coveted title of Yardmaster!,1831829344,39992.0,1997,2508428.0,18000,4,1,16,4,29,13,5,28,1,12,13,1396382803,1398790806,1401253200
27496,successful,BGNews: Season 1,"The international edition of BGNews is around the corner, featuring hot game reviews, lots of tabletop gaming entertainment, and cons!",439298551,2122.0,38,2459115.0,1500,4,1,19,4,8,9,5,5,9,12,13,1396393480,1396962846,1399294800
27875,successful,Spectre Miniatures,SPECTRE miniatures unveils a world of modern warfare and covert operations set initially within deepest Africa.,41689775,23820.0,293,30720.0,6000,4,2,10,4,30,21,5,30,21,12,13,1396449572,1398906016,1401498016
25466,successful,Darkest Star Games - 15mm scale Dark Star tanks and troops,"Help ""uplift"" some of the great 6mm scale miniatures in the Dark Star miniatures line to 15mm scale while adding two new factions.",1278005307,4835.0,62,2431514.0,2800,4,2,16,4,8,13,5,8,13,12,13,1396471023,1396977203,1399569203
25959,successful,Element Soul CCG; Expansion Pack #1 - Get a Card of your OC!,Join the cataclysmic war of Element Soul with your own original character card and ascend to victory!,2009429558,1111.11,9,2407517.0,400,4,3,2,6,5,0,7,5,0,12,13,1396507966,1401942521,1404534521
28579,successful,Pirates! Card Game,"Exciting card game where 2-6 players embark on adventures, expand their fleet and battle other players to become the ruler of the ocean",902432238,16555.0,496,727232.0,8000,4,3,17,4,12,15,5,23,15,12,13,1396561180,1397331008,1400873340
27272,successful,"Project Pantheon 1: Odin, Lord of Asgard","The project is funded, but if you still want to join in, it's not too late...",1109023881,3302.0,155,12602150.0,500,4,4,2,5,7,2,5,18,16,12,13,1396591688,1399445260,1400443200
26783,successful,Man vs. Apocalypse ~ Will you survive the End of the World?,The Apocalypse has come! Which one? All of them! You and your friends must gather survivors and endure each disaster!,939965120,3425.0,170,2367480.0,500,4,4,12,4,22,11,5,22,11,12,13,1396627240,1398178804,1400770804
28866,successful,Linkage - A DNA Card Game with an Educational Attitude!,A genetics-based competitive card game giving you a reason to play games in science class or mutate your parents at home!,2066099072,12055.0,616,2486982.0,3800,4,6,17,4,16,11,5,21,22,12,13,1396820460,1397660909,1400724000
27402,successful,12 Realms: Ancestors Legacy,"12 Realms returns with Ancestors Legacy adding new Minis, Scenarios & Mechanics for 1-7 players! A coop, fairy tale, miniature, game!",398476483,107571.4,730,2459115.0,40000,4,7,7,5,12,9,6,13,16,12,13,1396871212,1399903174,1402691400
27569,successful,FRANKENSTEIN'S BODIES - Body building the Baron's Way,Players are surgeons aiming to create the finest bodies in their lab to impress Frankenstein. A very interactive board based card game.,556228994,7467.5,143,27997.0,6500,4,7,8,4,26,6,6,7,6,12,13,1396873049,1398506973,1402135773
27807,successful,Escape Big Box,Escape is a real time cooperative board game in which players must escape from a cursed temple before the temple collapses.,1529080529,246416.0,2742,2388929.0,20000,4,7,9,4,15,11,5,7,11,12,13,1396879095,1397575825,1399476625
28184,successful,"BlockYou! A fun, cool and quick-to-play card game","BlockYou! is an energetic, fun and quick-to-play card game for every age. Twist your cards and outsmart your friends and family!",822366803,3946.0,238,735219.0,3000,4,8,13,4,29,2,5,29,2,12,13,1396978057,1398752593,1401344593
43249,successful,La Stanza,"The newest game by Nuno Bizarro Sentieiro and Paulo Soledade, set in a renaissance-era.",636939926,53479.5,713,732495.0,25000,4,8,16,1,8,10,1,31,17,04,18,1396989691,1546959787,1548974220
32919,live,La Stanza,"The newest game by Nuno Bizarro Sentieiro and Paulo Soledade, set in a renaissance-era.",636939926,34992.0,477,732495.0,25000,4,8,16,1,8,10,1,31,17,01,17,1396989691,1546959787,1548974220
25905,successful,Bicycle Mayhem Playing Cards deck,The Bicycle Mayhem Deck. Printed by the United States Playing Card Company.,472697673,32001.0,880,2459115.0,15000,4,9,9,4,25,18,5,25,18,12,13,1397051593,1398465553,1401057553
27278,successful,Handcrafted Hardwood Heirloom Chess Boards,We are proud to partner with master craftsman Ken Ewell to produce these one-of-a-kind handcrafted solid hardwood Chess boards.,841557724,2000.0,8,2487610.0,2000,4,9,10,4,18,11,5,21,11,12,13,1397055478,1397834793,1400685993
27863,successful,Go Extinct! Go Fish... evolved,A fresh take on an old classic -- now use SCIENCE to topple your opponents! Featuring fast-paced strategic gameplay and original art.,398890035,16335.0,328,2487956.0,15000,4,9,21,4,22,17,5,31,17,12,13,1397093283,1398201766,1401571366
26178,successful,Kromore,Kromore is a multi era tabletop roleplaying setting that appeals to old and new RPG fans alike.,1316306832,24924.0,291,2521361.0,10000,4,10,9,5,7,12,6,16,20,12,13,1397135580,1399479855,1402963200
25557,successful,Orthodoxy: An RPG about the Politics of Reconstruction,Orthodoxy is a game about the struggle between a central government and competing religious sects over a city's future.,455081915,1898.11,92,2503523.0,1500,4,10,17,5,20,13,6,19,13,12,13,1397164419,1400607331,1403199331
28520,successful,Dungeon Crawl Classics: The Chained Coffin,A DCC RPG adventure inspired by Appendix N with an amazing new prop: a spinning wheel door puzzle that your players can solve - or not!,1291013236,38238.0,729,2488042.0,4000,4,11,1,5,3,0,6,2,0,12,13,1397193152,1399089790,1401681790
28185,successful,Leviathan 3000,"A tactical space battle game where the spaceships obey the laws of physics.  1 or 2 players, 45-60 minutes.  Quick, easy & strategic.",1085593846,536.0,63,15790.0,200,4,11,6,4,19,15,5,9,15,12,13,1397211263,1397935075,1399663075
25589,successful,THE AGENTS RETURN - The Double-Edged Cards game is back!,"The strategic card game of clever tactics & critical consequences, set in a world of spies, sabotage, secrecy and subterfuge.",10913642,160336.0,3494,2459115.0,30000,4,12,5,4,21,12,5,21,20,12,13,1397293893,1398097693,1400716800
27377,successful,The Divine - Card Based Drinking Game,"The Divine is a unique card-party game that will finally give you something to live for, as it did for countless world leaders!",686188664,2020.0,101,727232.0,1000,4,13,13,5,15,14,6,14,14,12,13,1397408484,1400179184,1402771184
27012,successful,"Backstab, A political and strategic live-action card game.","Backstab, A hybrid between a card game and a live action role-playing game, set in a medieval royal court torn apart by conspiracies.",180729910,3418.0,131,3534.0,500,4,13,14,4,15,19,5,25,19,12,13,1397412793,1397604248,1401060248
28494,successful,There's a Game in this Book,"There's a Game in this Book: A fun, funny, entertaining, fully-customizable, totally flexible, entirely breakable tabletop RPG",475296454,11414.69,250,2427032.0,3000,4,13,14,4,15,23,5,31,21,12,13,1397415144,1397618848,1401584400
27076,successful,"Counting Sheep, The Game that Anyone Can Win","This is a fun, social game that combines graphics, creativity, estimating, word play, challenges, strategy, guts, humor, and luck.",1930991680,5132.0,28,2490383.0,5000,4,13,15,4,29,21,5,29,21,12,13,1397416379,1398821542,1401413542
28161,successful,TRAYUS STICKUS - Detailed Movement Tray Grip Surfacing,The ULTIMATE movement tray GRIP surfacing kit for tabletop fantasy wargaming. Perfect for curing your boring trays and falling figures!,2046862659,1052.05,37,12602160.0,100,4,14,8,4,18,16,5,11,16,12,13,1397479043,1397853485,1399840685
25776,successful,Paul Bonner's Trolls of Trudvang,"Help fund the production of Paul Bonner's Trolls of Trudvang, sculpted by Roberto Chaudon, in association with Riotminds.",559773190,3703.0,60,14979.0,1000,4,14,12,5,15,14,6,8,15,12,13,1397493031,1400180230,1402254000
28062,successful,RPG Dice Knobs Re-launch Short Goal,"Role Playing Dice Knobs for your cabinet doors, drawers, or just decoration.",485821879,530.0,19,2487889.0,500,4,14,13,4,16,12,4,19,12,12,13,1397494811,1397667223,1397926423
26780,successful,"Arkham, Lovecraft and Cthulhu for Fate Core and Accelerated","Deep below the city of Arkham, Massachusetts unnamed horrors sleep, waiting for the day that they reawaken and reclaim their world.",1463633842,11851.0,435,2505987.0,5000,4,14,17,4,16,13,5,16,13,12,13,1397510616,1397669869,1400261869
25582,successful,Games & Gears Ichiban Studios Pro Line Brush,"The next generation hobby brush. Innovative, great price and awesome delivery",796064576,89609.0,1745,44418.0,3000,4,14,19,4,25,8,5,15,8,12,13,1397516601,1398430739,1400158739
28261,successful,Bling Bling Gemstone Dexterity Game (Tok Tok Woodman 3.0),"By popular demand, we are bringing you a very limited offer for Bling Bling Gemstone. VERY LIMITED AVAILABILITY, get it while you can!",904796467,24160.0,595,2437416.0,5000,4,14,22,4,18,22,5,18,22,12,13,1397528202,1397873959,1400465959
26018,successful,Capes And Villains Remastered,"A scaleable 1-12 Player Dice and Card Game with several modes of play including Solo, Tag Team, Multiplayer, and Versus!",1624700613,36489.0,396,2388929.0,25000,4,15,9,5,7,13,6,6,13,12,13,1397570383,1399482044,1402074044
28696,successful,Armada,Armada Card Game Ed. 1 -- A multiple-deck deckbuilding game of space fleet combat.,1797375489,5555.0,90,2372860.0,5000,4,15,11,4,24,19,5,18,23,12,13,1397576552,1398382706,1400471940
28026,successful,Castles & Crusades,"Castles & Crusades is a fantasy RPG. Take it up and plunder the deepest dungeons, fight dragons and reap wealth in gold and glory!",1867241734,83573.49,685,2440351.0,15000,4,15,12,4,28,22,6,2,23,12,13,1397580086,1398737820,1401764400
28134,successful,Empire: The Game of New York,Risk® style battle game set in NYC. Learn fun facts about New York while you play.,1445716595,21825.0,354,12589335.0,15000,4,15,15,5,15,15,6,14,15,12,13,1397591600,1400183860,1402775860
25538,successful,ESSEN The Game,"With ESSEN The Game, live or relive a crazy day at the Spiel, the famous German Game Fair.",238383224,34482.0,540,968019.0,30000,4,16,6,6,6,8,6,30,8,12,13,1397644211,1402056529,1404130129
27108,successful,Dwarf Fantasy Football Team miniatures,A new dwarf fantasy football team has entered the field and they are ready to conquer the hard hitting arenas of any league.,14995571,1525.0,26,2407517.0,1000,4,16,11,4,17,17,5,9,22,12,13,1397662563,1397768580,1399689900
27404,successful,Dungeon Dice: GUILDS,"A Dungeon Dice expansion, adding classes, new monsters, and new treasure to the all-dice game!",1239871088,167150.5,2043,2487610.0,9000,4,16,13,5,13,0,6,19,23,12,13,1397669265,1399954101,1403233200
43802,successful,Pax Pamir: Second Edition,Navigate the path to power in this interactive strategy game about Afghanistan in the nineteenth century.,1726974334,244607.0,3139,2487129.0,10000,4,16,14,8,27,11,9,21,0,04,18,1397673919,1535382168,1537502400
17212,live,Pax Pamir: Second Edition,Navigate the path to power in this interactive strategy game about Afghanistan in the nineteenth century.,1726974334,157180.0,2063,2487129.0,10000,4,16,14,8,27,11,9,21,0,09,13,1397673919,1535382168,1537502400
26144,successful,Pot Farm: The Board Game,"Grow weed in your living room! A hilarious love letter to pot culture. Start a grow op, harvest some buds, and be the highest player!",797396856,20010.0,387,9807.0,15000,4,16,14,5,5,12,6,4,12,12,13,1397674230,1399305738,1401897738
28278,successful,OPHIR,Sail the seas and master the market against rival merchants in a race to construct the Temple of the ancient world of Ophir!,797643275,28565.0,636,2391279.0,24000,4,16,15,6,12,16,7,14,14,12,13,1397675445,1402604198,1405360800
27075,successful,"Outbreak: Deep Space - A ""Sci-Fi Survival Horror RPG""","Take control of your own survival and push the boundaries of terror to the edge of the Universe! From the Makers of ""Outbreak: Undead"".",2110077583,17395.0,200,2442047.0,8000,4,17,16,5,3,3,6,1,3,12,13,1397764893,1399101499,1401607099
26789,successful,Gods' Gambit,Players represent fallen gods who must solve problems and perform good acts in the world in order to return to the heavens.,1696486672,25421.0,550,1118370.0,20000,4,18,4,5,27,10,6,25,13,12,13,1397811084,1401199315,1403715600
27498,successful,Design your own Deck Box!,"You design it, we build it. Over 2 trillion unique combinations - built to your spec with our awesome online box building tool!",2052288881,6310.0,95,2471882.0,2500,4,19,10,4,30,16,6,1,19,12,13,1397918474,1398891031,1401663600
25481,successful,Rolljordan - Volmarian and Necro Fantasy Football miniatures,Volmarians Chaos Dwarf and NECROmantic Fantasy Football team - High quality miniatures by Rolljordan,1640222324,4299.0,50,727232.0,2000,4,19,13,4,22,17,5,20,21,12,13,1397928084,1398201336,1400634000
26644,successful,CORPSE TOKENS,Corpse Tokens replace 3D miniatures on an RPG tactical battlemap when a creature dies. You never have to tip over  painted minis again!,1343051405,1624.5,46,2404826.0,1000,4,19,19,5,15,17,6,24,17,12,13,1397949058,1400191119,1403647119
26052,successful,ASTEROIDS,Scale model Asteroids ideal for table top wargames,230385097,1323.0,50,18114.0,100,4,20,11,4,22,8,5,17,8,12,13,1398006872,1398169435,1400329435
28824,successful,Nova Praxis - Savage Worlds Edition,"Nova Praxis, the hit transhuman sci-fi tabletop role-playing game of action and conspiracy, is now available for Savage Worlds!",745803067,12062.0,532,2426010.0,6500,4,20,17,5,13,20,6,12,20,12,13,1398028707,1400025898,1402617898
5514,live,Forgotten Floof: The Card Game,"A card game for 2 - 5 players featuring lots of guinea pigs, miracles and catastrophes.",1294713258,5716.0,119,44418.0,52000,4,21,8,5,31,3,6,30,3,06,14,1398082159,1527751143,1530343143
25964,successful,20 Fantasy Football teams - New Pro Elves & Orcs & 18 more,A brand new Pro & Dark Elf and Orc Fantasy Football team along with converting 17 existing teams from 6 companies to affordable resin.,1044964159,46000.0,277,2427032.0,25500,4,21,10,4,29,9,6,12,22,12,13,1398090181,1398779640,1402624800
25791,successful,Dogs of War,"Dogs of War is a euro-style, soldier placement board game of deception, intrigue and shifting alliances for 3 to 5 players.",1126958335,66703.0,1139,2357024.0,25000,4,21,11,4,25,15,5,9,15,12,13,1398094763,1398455372,1399664972
25695,successful,More Castles! A Castle Dice Expansions,"The 1st expansion to Fun to 11's critically acclaimed hit, Castle Dice. Mix up your games with 4 new castle decks and more!",97560353,34820.0,663,2437670.0,13500,4,21,15,5,12,13,6,2,20,12,13,1398107301,1399916625,1401753600
28761,successful,Evolution,Evolution is a dynamic game where players must adapt to an ever-changing ecosystem.,222701010,124316.55,2470,2514815.0,10000,4,22,11,5,5,0,6,16,23,12,13,1398181762,1399262916,1402977540
28564,successful,Enigma - PAY WHAT YOU WANT - Microgame - Board Game,Pay what you want for this exciting micro board game about code cracking. Free Worldwide Shipping! The game is only $4!,1409288385,3618.16,300,2507348.0,700,4,23,9,4,25,9,5,9,9,12,13,1398258336,1398432791,1399642391
27703,successful,BattleCON: War Remastered,BattleCON brings the tension of 2D fighting games to life as a card game with 18 playable characters and tons of extras!,1114842339,250284.0,1860,2352824.0,30000,4,23,12,5,30,15,6,29,1,12,13,1398270999,1401476719,1404021540
28049,successful,Strange Brew (Pathfinder/C&C): The Ultimate Witch & Warlock,"A full-color hardback Pathfinder OR C&C book on witches and warlocks, with spells, ritual magic, patrons, covens, and familiars.",803940551,9194.0,187,2483145.0,6500,4,24,7,5,13,0,6,12,0,12,13,1398338984,1399953740,1402545740
40558,live,Ukodor Studio Project,Ukodor is a Twitch channel that uses Dungeons & Dragons to tell compelling stories.,893053014,567.0,14,2487956.0,1000,4,24,22,3,6,20,4,5,20,03,14,1398391906,1551923609,1554512009
